Transaction date,Card last 4,Purchased amount,Purchased currency,Merchant,Merchant category,Payment status,Policy,Amount,Currency,Itemized expense parent ID,Expense status,Transaction type,Expense ID,Created from URL,Card transaction reference ID,Original amount,Original currency,Spending entity
02/14/2026,2119,25,USD,StreamYard,Recurring software & SaaS,Completed,General,25.00,USD,,Approved,Card,expense_cmlm701obaxuq0152jbsb4wsa,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG03MDFvYmF4dXEwMTUyamJzYjR3c2E=,ctxop_cmln2rij0fp2i0182amt68dka,25,USD,Hadar Shemesh International (LLC)
02/14/2026,2119,14.99,USD,iPostal1,Shipping,Completed,General,14.99,USD,,Approved,Card,expense_cmlm369x5a4w001729n8khjjk,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG0zNjl4NWE0dzAwMTcyOW44a2hqams=,ctxop_cmln33x5ffr6x0157e8xsp00d,14.99,USD,Hadar Shemesh International (LLC)
02/13/2026,2119,5,USD,Prelaunch.com,Electronics,Completed,General,5.00,USD,,Approved,Card,expense_cmlldx9qdraid0194wsuw60qf,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGxkeDlxZHJhaWQwMTk0d3N1dzYwcWY=,ctxop_cmlmb3r1pd02p01591tasa1rl,5,USD,Hadar Shemesh International (LLC)
02/13/2026,6004,135,EUR,"Hermós, bar de peix",Restaurants,Completed,Private,165.50,USD,,Submitted,Card,expense_cmll0ivmwk6c00167c9cydpkf,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGwwaXZtd2s2YzAwMTY3YzljeWRwa2Y=,ctxop_cmllzkd2ab11w0182wnkdspan,135,EUR,Hadar Shemesh International (LLC)
02/13/2026,6004,100,EUR,Wood Plane Studio,Office supplies,Completed,Private,122.59,USD,,Submitted,Card,expense_cmlkvnx7bgap80191vg2v2slu,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGt2bng3YmdhcDgwMTkxdmcydjJzbHU=,ctxop_cmllmsmg3648s0157scevagjn,100,EUR,Hadar Shemesh International (LLC)
02/13/2026,2119,7,EUR,Todoist,Recurring software & SaaS,Completed,General,8.58,USD,,Approved,Card,expense_cmlkkeryuertp0194zkwseqsj,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGtrZXJ5dWVydHAwMTk0emt3c2Vxc2o=,ctxop_cmlkvp64q4lk40182brojrupn,7,EUR,Hadar Shemesh International (LLC)
02/11/2026,6004,37.2,EUR,Soho House* Sh Bcl Hou,Memberships & clubs,Completed,Private,45.71,USD,,Submitted,Card,expense_cmlifp62vntrv01393o9e3d0t,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGlmcDYydm50cnYwMTM5M285ZTNkMHQ=,ctxop_cmlixxplh0n9u0178y7txpz2q,37.2,EUR,Hadar Shemesh International (LLC)
02/11/2026,6004,97.1,EUR,Soho House* Sh Bcl Hou,Memberships & clubs,Completed,Private,119.32,USD,,Submitted,Card,expense_cmlifny74nmk50168x6pagpdo,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGlmbnk3NG5tazUwMTY4eDZwYWdwZG8=,ctxop_cmlixyr070ojl0178rlatilbf,97.1,EUR,Hadar Shemesh International (LLC)
02/11/2026,6004,28.65,EUR,Glovo,Food delivery,Completed,Private,35.21,USD,,Submitted,Card,expense_cmlicnhixo96z0121vnay6u5t,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGljbmhpeG85NnowMTIxdm5heTZ1NXQ=,ctxop_cmlisu4wd103v0176t5ungzsk,28.65,EUR,Hadar Shemesh International (LLC)
02/10/2026,6004,174,EUR,Opus Clip,Recurring software & SaaS,Completed,Private,213.78,USD,,Submitted,Card,expense_cmlgjehkiavgf0176lctuw51o,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGdqZWhraWF2Z2YwMTc2bGN0dXc1MW8=,ctxop_cmlgpqcg37a1z0161iodbr27k,174,EUR,Hadar Shemesh International (LLC)
02/09/2026,2119,370.02,USD,Cloudways,Servers,Completed,General,370.02,USD,,Approved,Card,expense_cmlf9emy2mrbm0132d3cfs90c,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGY5ZW15Mm1yYm0wMTMyZDNjZnM5MGM=,ctxop_cmlk8ax057j6d0131jiccbx87,370.02,USD,Hadar Shemesh International (LLC)
02/08/2026,6004,17.24,EUR,Coaliment,Grocery,Completed,Private,21.00,USD,,Submitted,Card,expense_cmldx8zvzaid601048lwo5qap,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGR4OHp2emFpZDYwMTA0OGx3bzVxYXA=,ctxop_cmletcwzlg2ub0110uwgnd09k,17.24,EUR,Hadar Shemesh International (LLC)
02/08/2026,6004,47,USD,Marie Forleo,Training & education,Completed,Private,47.00,USD,,Submitted,Card,expense_cmldp88a07ep10111hyw9y7jo,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGRwODhhMDdlcDEwMTExaHl3OXk3am8=,ctxop_cmlemrk63fv1q011051x5w3a7,47,USD,Hadar Shemesh International (LLC)
02/06/2026,2119,23,EUR,Notion,Recurring software & SaaS,Completed,General,28.01,USD,,Approved,Card,expense_cmlaor6x1g4na0176cwhcbc99,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbGFvcjZ4MWc0bmEwMTc2Y3doY2JjOTk=,ctxop_cmlb073sa8vl80140su68c0gh,23,EUR,Hadar Shemesh International (LLC)
02/03/2026,2119,1649.19,USD,Slack,Recurring software & SaaS,Completed,General,1649.19,USD,,Approved,Card,expense_cml6h3zdfb1hb0100qv9f17c1,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDZoM3pkZmIxaGIwMTAwcXY5ZjE3YzE=,ctxop_cml7dn7rp1hmo0134ki4nvcn0,1649.19,USD,Hadar Shemesh International (LLC)
02/02/2026,2119,20.1,USD,Cursor Ai Powered Ide,Recurring software & SaaS,Completed,General,20.10,USD,,Approved,Card,expense_cml5s982845nc01804wfaxb3w,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDVzOTgyODQ1bmMwMTgwNHdmYXhiM3c=,ctxop_cml62mji50g020144ier85vl5,20.1,USD,Hadar Shemesh International (LLC)
02/02/2026,2119,6000,USD,Delphi,Recurring software & SaaS,Completed,General,6000.00,USD,,Submitted,Card,expense_cml5cfqxwq6jq0170byghabua,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDVjZnF4d3E2anEwMTcwYnlnaGFidWE=,ctxop_cml69wyh01mti0170iclgxy8v,6000,USD,Hadar Shemesh International (LLC)
02/02/2026,2119,0.51,USD,Amazon Web Services,Servers,Completed,General,0.51,USD,,Approved,Card,expense_cml4sa11sntpo01808i606e12,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDRzYTExc250cG8wMTgwOGk2MDZlMTI=,ctxop_cml508n9tbw5t0129c3bsjonv,0.51,USD,Hadar Shemesh International (LLC)
02/02/2026,2119,4.99,EUR,Amazon Prime,General merchandise,Completed,General,6.16,USD,,Approved,Card,expense_cml4gluzfhrmm0180tnorsk2g,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDRnbHV6ZmhybW0wMTgwdG5vcnNrMmc=,ctxop_cml4mlzre9rzk0129ulzflr2z,4.99,EUR,Hadar Shemesh International (LLC)
02/01/2026,2119,0.04,USD,Google Cloud,Servers,Completed,General,0.04,USD,,Approved,Card,expense_cml40i08pf10q0176r7xieooc,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDQwaTA4cGYxMHEwMTc2cjd4aWVvb2M=,ctxop_cml4i75ds5tj50199kbacwhit,0.04,USD,Hadar Shemesh International (LLC)
02/01/2026,2119,181.39,USD,Google Workspace,Recurring software & SaaS,Completed,General,181.39,USD,,Approved,Card,expense_cml3sprh0ai3y01299pwrfsv5,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDNzcHJoMGFpM3kwMTI5OXB3cmZzdjU=,ctxop_cml4ihwg672880176nnsrucgw,181.39,USD,Hadar Shemesh International (LLC)
02/01/2026,6004,90,EUR,TRIB3 Amigó,Training & education,Completed,Private,111.03,USD,,Submitted,Card,expense_cml3gi3gn6sy00102vk753srb,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbDNnaTNnbjZzeTAwMTAydms3NTNzcmI=,ctxop_cml4jm9ge8bhn0129p622t8c9,90,EUR,Hadar Shemesh International (LLC)
01/29/2026,2119,70.44,USD,ManyChat,Advertising & marketing,Completed,General,70.44,USD,,Approved,Card,expense_cmkzjspagg6da0180g7n53t6s,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3pqc3BhZ2c2ZGEwMTgwZzduNTN0NnM=,ctxop_cml07te8r15dy0109ml0jjxqs,70.44,USD,Hadar Shemesh International (LLC)
01/29/2026,2119,40,USD,Loom,Recurring software & SaaS,Completed,General,40.00,USD,,Approved,Card,expense_cmkzdd5wkg5a80146y4du72r0,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3pkZDV3a2c1YTgwMTQ2eTRkdTcycjA=,ctxop_cmkzknbzi0a7m01079aaunen2,40,USD,Hadar Shemesh International (LLC)
01/28/2026,2119,55.99,EUR,Amazon Lub,General merchandise,Completed,General,69.15,USD,,Approved,Card,expense_cmkx9rz0p0num0185tgqnf9va,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3g5cnowcDBudW0wMTg1dGdxbmY5dmE=,ctxop_cmkxoptwh0j860154smtiqdl8,55.99,EUR,Hadar Shemesh International (LLC)
01/27/2026,2119,10.84,USD,Miro,Recurring software & SaaS,Completed,General,10.84,USD,,Approved,Card,expense_cmkwt8a1ae0gl01983t1n48r8,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3d0OGExYWUwZ2wwMTk4M3QxbjQ4cjg=,ctxop_cmkxduglw1lih0172e1g78761,10.84,USD,Hadar Shemesh International (LLC)
01/26/2026,2119,10.95,EUR,Amazon,General merchandise,Completed,General,13.28,USD,,Submitted,Card,expense_cmkvimqg7o2o80160ldy8u3ts,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3ZpbXFnN28ybzgwMTYwbGR5OHUzdHM=,ctxop_cmkyxktio422c0108greg0wwk,10.95,EUR,Hadar Shemesh International (LLC)
01/26/2026,2119,2753,USD,Link2Gov,Other business expenses,Completed,General,2753.00,USD,,Approved,Card,expense_cmkv4vcrninm90138jsx972sj,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3Y0dmNybmlubTkwMTM4anN4OTcyc2o=,ctxop_cmkwft4z92iw001487fzmp600,2753,USD,Hadar Shemesh International (LLC)
01/26/2026,2119,79.56,USD,Service Fee,"Fees, licenses & taxes",Completed,General,79.56,USD,,Approved,Card,expense_cmkv4vbxrir8c0197gf4b4527,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3Y0dmJ4cmlyOGMwMTk3Z2Y0YjQ1Mjc=,ctxop_cmkwfshfw2i2a0148sbqhdgq1,79.56,USD,Hadar Shemesh International (LLC)
01/25/2026,6004,65.89,EUR,Hotel Voramar,Lodging,Completed,Private,79.92,USD,,Submitted,Card,expense_cmktlaos97d4o016377twayun,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3RsYW9zOTdkNG8wMTYzNzd0d2F5dW4=,ctxop_cmkui0036c0jr015101skee93,65.89,EUR,Hadar Shemesh International (LLC)
01/24/2026,6004,62,EUR,Restaurant Terrassa Voramar,Restaurants,Completed,Private,75.20,USD,,Submitted,Card,expense_cmksubc4ljcwr01264za6yvpz,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3N1YmM0bGpjd3IwMTI2NHphNnl2cHo=,ctxop_cmktdvhov8vbe0109ogtymro8,62,EUR,Hadar Shemesh International (LLC)
01/24/2026,6004,36.06,EUR,New Yorker,Clothing,Completed,Private,43.73,USD,,Submitted,Card,expense_cmksb60zrc0yv0185e7kvdl40,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3NiNjB6cmMweXYwMTg1ZTdrdmRsNDA=,ctxop_cmkt79b868og50109iiy0dwvw,36.06,EUR,Hadar Shemesh International (LLC)
01/24/2026,6004,145,EUR,Wood Plane Studio,Office supplies,Completed,Private,175.87,USD,,Submitted,Card,expense_cmks75nuad93h0126l0hhmdf7,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3M3NW51YWQ5M2gwMTI2bDBoaG1kZjc=,ctxop_cmksfb5xe59zp0151rv1wqs7t,145,EUR,Hadar Shemesh International (LLC)
01/24/2026,6004,184,EUR,Hotel Voramar,Lodging,Completed,Private,223.18,USD,,Submitted,Card,expense_cmks3v97r9c7w0188tc0bwn40,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3Mzdjk3cjljN3cwMTg4dGMwYnduNDA=,ctxop_cmkt2etjn6uqo0109w5ynx3el,184,EUR,Hadar Shemesh International (LLC)
01/24/2026,6004,154,EUR,Hotel Voramar,Lodging,Completed,Private,186.79,USD,,Submitted,Card,expense_cmks3usvy985k0143bsbuo05y,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3MzdXN2eTk4NWswMTQzYnNidW8wNXk=,ctxop_cmkt2dudv6tdl0109lid5ylru,154,EUR,Hadar Shemesh International (LLC)
01/23/2026,2119,61.98,EUR,Amazon Lub,General merchandise,Completed,General,75.03,USD,,Approved,Card,expense_cmkqr0fvef7uc01896ev5xk6f,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3FyMGZ2ZWY3dWMwMTg5NmV2NXhrNmY=,ctxop_cmkvxpo4n0wus0148l554m2as,61.98,EUR,Hadar Shemesh International (LLC)
01/22/2026,6004,17.79,USD,Tello Mobile,Telephony,Completed,Private,17.79,USD,,Submitted,Card,expense_cmkpseok8qqzh0100dauwzvi2,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3BzZW9rOHFxemgwMTAwZGF1d3p2aTI=,ctxop_cmkqcjodc3ojq013224ibyhsb,17.79,USD,Hadar Shemesh International (LLC)
01/22/2026,2119,45,EUR,Treso Controle Automat,Other business expenses,Completed,General,54.44,USD,,Approved,Card,expense_cmkpm6yalp4v101989x097m4a,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3BtNnlhbHA0djEwMTk4OXgwOTdtNGE=,ctxop_cmkqd1x8d4ayf011531yd2yia,45,EUR,Hadar Shemesh International (LLC)
01/22/2026,2119,15.05,USD,Cursor Ai Powered Ide,Recurring software & SaaS,Completed,General,15.05,USD,,Approved,Card,expense_cmkpgqwnakznp0100smewuctd,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta3BncXduYWt6bnAwMTAwc21ld3VjdGQ=,ctxop_cmkq8xg9p1kyb0132o50bxt6p,15.05,USD,Hadar Shemesh International (LLC)
01/21/2026,2119,700,ILS,Adobe,Recurring software & SaaS,Completed,General,228.88,USD,,Approved,Card,expense_cmkoc6mkqpst60185ovpsklzt,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta29jNm1rcXBzdDYwMTg1b3Zwc2tsenQ=,ctxop_cmkq8j2sw137l0132pc90mwoo,700,ILS,Hadar Shemesh International (LLC)
01/21/2026,1706,54.95,USD,Gift Baskets,Office supplies,Completed,leadership,54.95,USD,,Approved,Card,expense_cmko5cl0sj95n0116f6m0ebln,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta281Y2wwc2o5NW4wMTE2ZjZtMGVibG4=,ctxop_cmkpgc6wv0l0x0194pet8fs73,54.95,USD,Hadar Shemesh International (LLC)
01/21/2026,2119,20,USD,Cursor,Recurring software & SaaS,Completed,General,20.00,USD,,Approved,Card,expense_cmknsswzre77t0131ab3uzmsd,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta25zc3d6cmU3N3QwMTMxYWIzdXptc2Q=,ctxop_cmko5aabm0asp0170muuxdhtb,20,USD,Hadar Shemesh International (LLC)
01/18/2026,2119,2500,USD,Literary Agent Undercover,Books & newspapers,Completed,General,2500.00,USD,,Approved,Card,expense_cmkjmlr41nzlb0152z0u0fx0p,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2ptbHI0MW56bGIwMTUyejB1MGZ4MHA=,ctxop_cmkktifyzdzw70184qf1hbvr1,2500,USD,Hadar Shemesh International (LLC)
01/18/2026,2119,204.25,EUR,Regus,Rent,Completed,General,244.62,USD,,Approved,Card,expense_cmkj45hrdk3h50161cgoq47v4,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2o0NWhyZGszaDUwMTYxY2dvcTQ3djQ=,ctxop_cmkkml6iodeui0184ls07ej3n,204.25,EUR,Hadar Shemesh International (LLC)
01/16/2026,2119,1074.48,USD,"Typeform, S.l.",Recurring software & SaaS,Completed,General,1074.48,USD,,Approved,Card,expense_cmkgyqgm4j5bp0119f9nr0i24,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2d5cWdtNGo1YnAwMTE5ZjlucjBpMjQ=,ctxop_cmkhnx2q61922018669wayz4o,1074.48,USD,Hadar Shemesh International (LLC)
01/14/2026,2119,14.15,EUR,Amazon Lub,General merchandise,Completed,General,17.03,USD,,Approved,Card,expense_cmkecgbl9ngmn0167ck5g4foz,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2VjZ2JsOW5nbW4wMTY3Y2s1ZzRmb3o=,ctxop_cmkffy0x10gft0110m4oyml8e,14.15,EUR,Hadar Shemesh International (LLC)
01/14/2026,2119,62.79,EUR,Amazon Lub,General merchandise,Completed,General,75.53,USD,,Approved,Card,expense_cmke36pojk7lx01415j5myh9s,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2UzNnBvams3bHgwMTQxNWo1bXloOXM=,ctxop_cmkffsvzy0cw90104265809u3,62.79,EUR,Hadar Shemesh International (LLC)
01/14/2026,2119,25,USD,StreamYard,Recurring software & SaaS,Completed,General,25.00,USD,,Approved,Card,expense_cmkdvxfadhq4u0141sr486p0f,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2R2eGZhZGhxNHUwMTQxc3I0ODZwMGY=,ctxop_cmke52vjv0eng0178cp2srt8m,25,USD,Hadar Shemesh International (LLC)
01/14/2026,2119,14.99,USD,iPostal1,Shipping,Completed,General,14.99,USD,,Approved,Card,expense_cmkdsps1re8ky0167fqr8s888,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2RzcHMxcmU4a3kwMTY3ZnFyOHM4ODg=,ctxop_cmket4gwk1qeh012071wkhang,14.99,USD,Hadar Shemesh International (LLC)
01/13/2026,2119,7,EUR,Todoist,Recurring software & SaaS,Completed,General,8.44,USD,,Approved,Card,expense_cmkc9h0v26pts0144li71spdx,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2M5aDB2MjZwdHMwMTQ0bGk3MXNwZHg=,ctxop_cmkcl072t56pl0196sw18k0vq,7,EUR,Hadar Shemesh International (LLC)
01/13/2026,6004,23.74,EUR,Bip&Drive,Toll & bridge fees,Completed,Private,28.60,USD,,Submitted,Card,expense_cmkc40qky67k50107xjszyewf,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2M0MHFreTY3azUwMTA3eGpzenlld2Y=,ctxop_cmkdc76xm00j50111bxwaf7ge,23.74,EUR,Hadar Shemesh International (LLC)
01/12/2026,6004,446.15,USD,Sh Nashville Hotel,Lodging,Completed,Private,446.15,USD,,Submitted,Card,expense_cmkaua59zhq1p0186fjh1fkoo,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2F1YTU5emhxMXAwMTg2ZmpoMWZrb28=,ctxop_cmkdcoz5n0ptl0136kjczwjvy,446.15,USD,Hadar Shemesh International (LLC)
01/11/2026,6004,1490,USD,British Airways,Airline expenses,Completed,Private,1490.00,USD,,Submitted,Card,expense_cmkacm6r9c8dx0113ml6m9spr,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Nta2FjbTZyOWM4ZHgwMTEzbWw2bTlzcHI=,ctxop_cmkc9b6ss2u9l0156mzyw7yhv,1490,USD,Hadar Shemesh International (LLC)
01/09/2026,6004,93.78,USD,"Cosme Oliva, S L",Grocery,Completed,Private,93.78,USD,,Submitted,Card,expense_cmk749s8ej7sm01187gne55bq,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntazc0OXM4ZWo3c20wMTE4N2duZTU1YnE=,ctxop_cmk7yjx5x0st30142a9c7q40g,93.78,USD,Hadar Shemesh International (LLC)
01/09/2026,1706,83.54,USD,Amazon Marketplace,General merchandise,Completed,leadership,83.54,USD,,Approved,Card,expense_cmk6xb8fpemaf0123ws3ym8k4,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtazZ4YjhmcGVtYWYwMTIzd3MzeW04azQ=,ctxop_cmk7ncajw17kh0166znxmg4ae,83.54,USD,Hadar Shemesh International (LLC)
01/07/2026,1706,61.81,USD,Ajunt Bcn Serv Recapt,"Fees, licenses & taxes",Completed,leadership,61.81,USD,,Approved,Card,expense_cmk3yr0mqcnbv0130cs08e001,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtazN5cjBtcWNuYnYwMTMwY3MwOGUwMDE=,ctxop_cmk4s2puf008l01765isukkct,61.81,USD,Hadar Shemesh International (LLC)
01/07/2026,2119,30.99,EUR,Asm Stores Limited,General merchandise,Completed,General,37.49,USD,,Approved,Card,expense_cmk3u5592auzr0138doi6tvce,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtazN1NTU5MmF1enIwMTM4ZG9pNnR2Y2U=,ctxop_cmk44rx1w6mkb0141ozol4efb,30.99,EUR,Hadar Shemesh International (LLC)
01/06/2026,2119,369.13,USD,Cloudways,Servers,Completed,General,369.13,USD,,Approved,Card,expense_cmk2urooteze70124wky7esdk,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtazJ1cm9vdGV6ZTcwMTI0d2t5N2VzZGs=,ctxop_cmk7n7keo0t5r0133e2xwxro9,369.13,USD,Hadar Shemesh International (LLC)
01/06/2026,2119,23,EUR,Notion,Recurring software & SaaS,Completed,General,27.79,USD,,Approved,Card,expense_cmk2e1t3r89xn0149xj4pegj4,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtazJlMXQzcjg5eG4wMTQ5eGo0cGVnajQ=,ctxop_cmk2qljb55v3z0184zextxi42,23,EUR,Hadar Shemesh International (LLC)
01/03/2026,2119,68.63,EUR,Amazon Lub,General merchandise,Completed,General,83.17,USD,,Approved,Card,expense_cmjyy1az2cigk0146tldbg6ig,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntanl5MWF6MmNpZ2swMTQ2dGxkYmc2aWc=,ctxop_cmk4wynko3ddc0176e9ccglrx,68.63,EUR,Hadar Shemesh International (LLC)
01/02/2026,6004,8,CHF,Walkthrough Level 1 Zr,Office supplies,Completed,Private,10.42,USD,,Submitted,Card,expense_cmjx0pi31m94k01847p6hm58r,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtangwcGkzMW05NGswMTg0N3A2aG01OHI=,ctxop_cmjxra7nx1g560117xj1f9x0x,8,CHF,Hadar Shemesh International (LLC)
01/02/2026,6004,13.7,CHF,Center Bar and Kitchen,Restaurants,Completed,Private,17.85,USD,,Submitted,Card,expense_cmjx0eww1vd5x019081ympn76,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtangwZXd3MXZkNXgwMTkwODF5bXBuNzY=,ctxop_cmjxrake81gy601172ombby1c,13.7,CHF,Hadar Shemesh International (LLC)
01/02/2026,2119,0.52,USD,Amazon Web Services,Servers,Completed,General,0.52,USD,,Approved,Card,expense_cmjwigsrwe1k50167nvy7766l,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtandpZ3Nyd2UxazUwMTY3bnZ5Nzc2Nmw=,ctxop_cmjwoon6vpqwq0147b6wjrpoj,0.52,USD,Hadar Shemesh International (LLC)
01/02/2026,6004,25,CHF,Panasonic,Electronics,Completed,Private,32.58,USD,,Submitted,Card,expense_cmjwhrihwjnrx0130pojwdhej,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntandocmlod2pucngwMTMwcG9qd2RoZWo=,ctxop_cmjwunzl7w43e011851tob3r2,25,CHF,Hadar Shemesh International (LLC)
01/02/2026,6004,764.7,USD,Cars On Booking,Rideshare & taxi,Completed,Private,764.70,USD,,Submitted,Card,expense_cmjw9wd7sc0qa0125drg6tgk6,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntanc5d2Q3c2MwcWEwMTI1ZHJnNnRnazY=,ctxop_cmjwiiuc1uzbi0181hly4h2r5,764.7,USD,Hadar Shemesh International (LLC)
01/02/2026,6004,14.66,USD,JOE & THE JUICE,Restaurants,Completed,Private,14.66,USD,,Submitted,Card,expense_cmjw9cp9mlltc0190byp7g2jd,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntanc5Y3A5bWxsdGMwMTkwYnlwN2cyamQ=,ctxop_cmjwosj7tpvwd0147uw932p0j,14.66,USD,Hadar Shemesh International (LLC)
01/02/2026,6004,23.7,USD,JOE & THE JUICE,Restaurants,Completed,Private,23.70,USD,,Submitted,Card,expense_cmjw8pyu38w4n0167zreb3mx9,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntanc4cHl1Mzh3NG4wMTY3enJlYjNteDk=,ctxop_cmjwibm9fp1z50147j8h46al7,23.7,USD,Hadar Shemesh International (LLC)
